,black,female,vprev,age,edu,age_edu,state,region,y
1,0,1,0.526566670163472,2,4,8,39,1,1
2,0,1,0.564166665871938,4,2,14,31,1,0
3,0,1,0.566633343823751,1,3,3,7,1,0
4,0,1,0.52436664425532,2,2,6,33,1,1
5,0,1,0.52436664425532,4,4,16,33,1,1
6,0,0,0.526566670163472,2,2,6,39,1,1
7,0,1,0.549599981244405,4,2,14,20,1,1
8,0,0,0.52436664425532,3,4,12,33,1,0
9,0,0,0.478700007629395,3,1,9,40,1,0
10,0,1,0.564166665871938,2,4,8,31,1,0
11,0,1,0.52436664425532,4,3,15,33,1,1
12,0,1,0.52436664425532,2,4,8,33,1,1
13,0,1,0.564166665871938,2,4,8,31,1,0
14,0,1,0.489766651884715,2,4,8,22,1,0
15,0,0,0.564166665871938,4,2,14,31,1,1
16,0,0,0.526566670163472,4,1,13,39,1,1
17,0,1,0.564166665871938,1,2,2,31,1,0
18,0,0,0.52436664425532,2,3,7,33,1,0
19,0,1,0.52436664425532,4,3,15,33,1,0
20,0,0,0.566633343823751,1,2,2,7,1,0
21,0,0,0.526566670163472,3,2,10,39,1,1
22,0,0,0.52436664425532,2,4,8,33,1,0
23,0,0,0.52436664425532,2,4,8,33,1,1
24,0,1,0.489766651884715,3,4,12,22,1,0
25,0,0,0.564166665871938,1,2,2,31,1,1
26,0,1,0.564166665871938,3,4,12,31,1,1
27,0,1,0.564166665871938,4,3,15,31,1,0
28,0,0,0.489766651884715,2,1,5,22,1,0
29,0,1,0.52436664425532,3,2,10,33,1,0
30,0,0,0.594033358287811,4,1,13,44,3,0
31,0,0,0.489766651884715,2,3,7,22,1,0
32,0,0,0.526566670163472,2,4,8,39,1,0
33,0,0,0.52436664425532,1,3,3,33,1,0
34,0,1,0.611633290735881,2,2,6,10,3,0
35,0,1,0.564166665871938,4,1,13,31,1,1
36,0,1,0.539733344459534,3,2,10,4,3,1
37,0,1,0.564166665871938,3,2,10,31,1,1
38,0,0,0.594033358287811,3,4,12,44,3,0
39,0,1,0.537000003655752,2,2,6,14,2,1
40,0,0,0.572766618665059,3,4,12,41,3,1
41,0,1,0.489766651884715,1,4,4,22,1,1
42,0,0,0.611633290735881,1,1,1,10,3,1
43,0,1,0.572766618665059,2,4,8,41,3,1
44,0,0,0.526566670163472,1,3,3,39,1,1
45,0,1,0.572766618665059,2,4,8,41,3,1
46,0,0,0.584099987602234,3,2,10,19,3,1
47,0,1,0.537000003655752,2,2,6,14,2,0
48,0,1,0.608066638533274,2,4,8,47,3,0
49,0,1,0.603233325068156,3,1,9,37,3,0
50,0,1,0.489766651884715,1,4,4,22,1,0
51,0,1,0.564166665871938,3,1,9,31,1,1
52,0,1,0.523033343982697,2,3,7,11,3,0
53,0,0,0.552200000635783,1,3,3,36,2,1
54,0,0,0.505500021378199,2,2,6,24,2,1
55,0,1,0.584099987602234,2,2,6,19,3,1
56,0,0,0.566633343823751,2,3,7,7,1,1
57,0,0,0.582999997297923,1,4,4,25,3,1
58,1,1,0.152999997138977,2,4,8,9,5,0
59,0,1,0.608066638533274,4,1,13,47,3,0
60,0,0,0.602099974091848,4,1,13,17,2,0
61,0,1,0.533566686375936,2,2,6,26,2,0
62,0,1,0.493566658401489,2,2,6,49,1,0
63,0,0,0.537000003655752,2,4,8,14,2,1
64,0,1,0.529166691144307,2,3,7,18,3,0
65,0,1,0.501166654507319,2,4,8,21,1,0
66,0,1,0.603233325068156,3,4,12,37,3,1
67,1,0,0.572766618665059,1,2,2,41,3,1
68,0,1,0.523033343982697,1,3,3,11,3,1
69,0,1,0.554300017801921,2,3,7,43,3,1
70,0,0,0.537000003655752,3,4,12,14,2,0
71,0,0,0.52436664425532,1,2,2,33,1,1
72,0,0,0.582999997297923,1,2,2,25,3,1
73,0,1,0.493566658401489,2,3,7,49,1,1
74,0,1,0.584099987602234,2,4,8,19,3,1
75,0,1,0.582999997297923,3,2,10,25,3,1
76,0,0,0.594033358287811,2,4,8,44,3,1
77,0,0,0.554300017801921,3,1,9,43,3,1
78,0,0,0.608066638533274,2,3,7,47,3,1
79,0,0,0.537000003655752,2,2,6,14,2,0
80,0,1,0.584099987602234,4,2,14,19,3,1
81,0,0,0.602099974091848,1,1,1,17,2,1
82,0,1,0.571833309491475,3,1,9,34,3,1
83,0,0,0.523033343982697,3,2,10,11,3,1
84,0,1,0.594033358287811,1,4,4,44,3,1
85,0,0,0.505500021378199,1,4,4,24,2,1
86,1,1,0.611633290735881,1,2,2,10,3,1
87,0,1,0.611633290735881,4,4,16,10,3,0
88,0,1,0.537000003655752,1,2,2,14,2,1
89,0,0,0.552200000635783,1,3,3,36,2,0
90,0,0,0.572766618665059,1,2,2,41,3,0
91,0,0,0.523033343982697,3,1,9,11,3,0
92,1,1,0.594033358287811,3,3,11,44,3,0
93,0,1,0.523033343982697,1,2,2,11,3,0
94,0,0,0.611633290735881,2,3,7,10,3,1
95,0,0,0.594033358287811,2,4,8,44,3,0
96,0,1,0.537000003655752,2,4,8,14,2,0
97,0,0,0.527833360989889,3,3,11,50,2,0
98,1,1,0.594033358287811,4,2,14,44,3,0
99,0,0,0.501166654507319,2,2,6,21,1,0
100,0,0,0.501166654507319,3,4,12,21,1,1
101,0,1,0.554300017801921,4,2,14,43,3,0
102,0,1,0.529166691144307,1,2,2,18,3,0
103,0,0,0.548066697978973,1,2,2,23,2,0
104,0,1,0.533566686375936,2,2,6,26,2,1
105,0,0,0.608066638533274,2,1,5,47,3,1
106,0,1,0.584099987602234,2,3,7,19,3,1
107,0,0,0.611633290735881,1,2,2,10,3,0
108,0,0,0.571833309491475,3,4,12,34,3,1
109,0,1,0.594033358287811,3,2,10,44,3,1
110,1,0,0.611633290735881,2,2,6,10,3,0
111,0,1,0.581833334445953,3,4,12,15,2,1
112,0,0,0.582999997297923,1,3,3,25,3,1
113,0,1,0.548066697978973,4,2,14,23,2,0
114,0,1,0.594033358287811,1,3,3,44,3,0
115,0,1,0.571833309491475,2,2,6,34,3,1
116,0,1,0.571833309491475,1,1,1,34,3,1
117,0,1,0.594033358287811,4,1,13,44,3,1
118,0,1,0.608066638533274,1,3,3,47,3,1
119,0,1,0.493566658401489,3,1,9,49,1,1
120,0,0,0.529166691144307,2,1,5,18,3,1
121,0,0,0.611633290735881,2,1,5,10,3,1
122,1,1,0.548066697978973,2,2,6,23,2,0
123,0,0,0.611633290735881,2,2,6,10,3,0
124,0,0,0.505500021378199,4,1,13,24,2,0
125,0,0,0.594033358287811,1,1,1,44,3,0
126,0,1,0.537000003655752,3,4,12,14,2,1
127,0,1,0.493566658401489,2,2,6,49,1,0
128,1,0,0.611633290735881,2,2,6,10,3,0
129,0,1,0.554300017801921,4,2,14,43,3,1
130,0,1,0.613366670163472,2,3,7,3,4,1
131,0,1,0.657366662693024,2,4,8,13,4,0
132,0,1,0.594033358287811,3,4,12,44,3,0
133,0,1,0.537000003655752,4,4,16,14,2,1
134,0,1,0.594033358287811,4,4,16,44,3,1
135,0,1,0.552200000635783,2,2,6,36,2,1
136,0,1,0.582999997297923,2,4,8,25,3,1
137,0,1,0.493566658401489,4,1,13,49,1,1
138,0,1,0.608066638533274,3,4,12,47,3,0
139,0,1,0.554433295345306,2,2,6,48,4,1
140,0,0,0.611633290735881,3,4,12,10,3,1
141,0,1,0.524800026067098,1,4,4,16,2,0
142,0,0,0.572766618665059,1,3,3,41,3,0
143,0,0,0.594033358287811,4,4,16,44,3,1
144,0,0,0.552200000635783,1,3,3,36,2,1
145,0,1,0.505500021378199,1,3,3,24,2,1
146,0,1,0.554433295345306,3,1,9,48,4,1
147,0,1,0.552200000635783,1,3,3,36,2,1
148,0,1,0.537000003655752,3,3,11,14,2,1
149,0,0,0.611633290735881,1,3,3,10,3,1
150,0,1,0.665466688283284,4,1,13,28,2,1
151,0,0,0.543666702906291,2,4,8,5,4,1
152,0,0,0.505500021378199,3,2,10,24,2,0
153,0,0,0.534600032583872,2,2,6,8,1,0
154,0,1,0.543666702906291,2,3,7,5,4,0
155,0,1,0.548066697978973,2,2,6,23,2,0
156,0,1,0.665466688283284,1,2,2,28,2,0
157,0,0,0.614366671593984,2,4,8,35,2,1
158,0,1,0.543666702906291,1,3,3,5,4,0
159,0,1,0.613366670163472,3,1,9,3,4,0
160,0,0,0.611633290735881,2,4,8,10,3,1
161,0,0,0.554433295345306,1,2,2,48,4,1
162,0,1,0.665466688283284,1,4,4,28,2,1
163,0,0,0.594033358287811,3,4,12,44,3,1
164,0,0,0.548066697978973,1,3,3,23,2,0
165,0,1,0.537000003655752,1,2,2,14,2,1
166,0,1,0.533566686375936,2,2,6,26,2,0
167,0,1,0.548066697978973,1,4,4,23,2,1
168,0,1,0.529166691144307,3,2,10,18,3,0
169,0,1,0.602099974091848,2,2,6,17,2,1
170,1,1,0.537000003655752,2,3,7,14,2,0
171,0,1,0.548066697978973,3,4,12,23,2,0
172,0,0,0.543666702906291,3,2,10,5,4,1
173,0,0,0.537000003655752,1,2,2,14,2,0
174,0,1,0.543666702906291,3,2,10,5,4,0
175,0,1,0.543666702906291,2,3,7,5,4,0
176,0,1,0.537000003655752,3,3,11,14,2,0
177,0,0,0.543666702906291,4,3,15,5,4,1
178,0,1,0.547800015417735,3,4,12,32,4,0
179,0,1,0.552200000635783,2,3,7,36,2,1
180,0,1,0.543666702906291,3,3,11,5,4,0
181,0,1,0.554433295345306,4,2,14,48,4,0
182,0,0,0.602099974091848,2,4,8,17,2,0
183,0,1,0.554433295345306,1,3,3,48,4,0
184,0,1,0.554433295345306,3,3,11,48,4,1
185,0,0,0.543666702906291,2,4,8,5,4,0
186,0,0,0.543666702906291,3,3,11,5,4,1
187,0,0,0.543666702906291,1,2,2,5,4,1
188,0,1,0.547800015417735,2,3,7,32,4,0
189,0,0,0.544333343505859,2,4,8,38,4,0
190,0,1,0.552200000635783,3,2,10,36,2,0
191,0,0,0.543666702906291,2,4,8,5,4,1
192,0,0,0.527833360989889,2,3,7,50,2,1
193,0,0,0.543666702906291,4,2,14,5,4,0
194,0,0,0.547800015417735,3,2,10,32,4,1
195,0,1,0.543666702906291,4,2,14,5,4,1
196,0,1,0.554433295345306,4,3,15,48,4,1
197,0,0,0.543666702906291,2,3,7,5,4,0
198,0,0,0.543666702906291,3,4,12,5,4,1
199,0,0,0.692699998092651,3,4,12,45,4,1
200,0,1,0.692699998092651,1,3,3,45,4,1
201,0,1,0.543666702906291,3,2,10,5,4,1
202,1,1,0.594033358287811,2,4,8,44,3,1
203,0,1,0.543666702906291,2,3,7,5,4,1
204,0,0,0.489766651884715,2,4,8,22,1,0
205,0,0,0.564166665871938,2,2,6,31,1,0
206,0,1,0.564166665871938,1,4,4,31,1,0
207,0,1,0.554300017801921,2,3,7,43,3,1
208,0,0,0.611633290735881,2,4,8,10,3,1
209,0,1,0.543666702906291,3,2,10,5,4,0
210,0,1,0.552200000635783,4,3,15,36,2,0
211,0,1,0.543666702906291,2,2,6,5,4,1
212,0,0,0.52436664425532,1,1,1,33,1,1
213,0,0,0.552200000635783,1,2,2,36,2,1
214,0,1,0.543666702906291,2,3,7,5,4,1
215,1,0,0.537000003655752,1,4,4,14,2,0
216,0,0,0.572766618665059,1,2,2,41,3,0
217,0,1,0.554433295345306,3,3,11,48,4,0
218,0,0,0.543666702906291,2,4,8,5,4,1
219,0,1,0.548066697978973,3,4,12,23,2,1
220,0,0,0.52436664425532,1,4,4,33,1,0
221,0,1,0.527833360989889,2,4,8,50,2,1
222,0,1,0.552200000635783,2,2,6,36,2,0
223,0,1,0.552200000635783,1,2,2,36,2,0
224,0,0,0.52436664425532,3,4,12,33,1,0
225,0,1,0.608066638533274,3,3,11,47,3,1
226,0,1,0.478700007629395,2,3,7,40,1,0
227,0,1,0.537000003655752,2,4,8,14,2,1
228,0,1,0.552200000635783,1,2,2,36,2,1
229,0,0,0.543666702906291,2,2,6,5,4,1
230,0,1,0.489766651884715,3,4,12,22,1,0
231,0,1,0.543666702906291,1,2,2,5,4,1
232,0,0,0.544333343505859,2,2,6,38,4,1
233,0,1,0.478700007629395,4,1,13,40,1,0
234,0,0,0.613366670163472,3,2,10,3,4,1
235,0,1,0.527833360989889,1,4,4,50,2,1
236,0,0,0.692699998092651,2,4,8,45,4,1
237,0,0,0.505500021378199,1,2,2,24,2,1
238,0,0,0.552200000635783,4,2,14,36,2,1
239,0,1,0.524800026067098,3,2,10,16,2,0
240,0,0,0.549599981244405,1,4,4,20,1,0
241,0,0,0.594033358287811,1,4,4,44,3,0
242,0,1,0.547800015417735,2,3,7,32,4,1
243,0,1,0.527833360989889,2,2,6,50,2,1
244,0,1,0.613366670163472,3,2,10,3,4,0
245,0,1,0.548066697978973,3,2,10,23,2,0
246,0,1,0.505500021378199,2,3,7,24,2,0
247,0,0,0.489766651884715,3,4,12,22,1,1
248,0,1,0.584566701952616,2,3,7,6,4,1
249,0,1,0.564166665871938,2,4,8,31,1,1
250,0,0,0.608066638533274,1,3,3,47,3,1
251,0,1,0.505500021378199,1,3,3,24,2,1
252,0,1,0.501166654507319,1,3,3,21,1,1
253,0,0,0.493566658401489,3,2,10,49,1,1
254,0,0,0.548066697978973,2,2,6,23,2,1
255,0,1,0.584566701952616,2,4,8,6,4,0
256,0,1,0.564166665871938,3,2,10,31,1,0
257,0,1,0.554433295345306,1,3,3,48,4,1
258,0,1,0.602099974091848,1,3,3,17,2,1
259,0,0,0.603233325068156,1,3,3,37,3,1
260,0,1,0.552200000635783,3,2,10,36,2,1
261,0,1,0.552200000635783,3,4,12,36,2,1
262,0,0,0.543666702906291,2,4,8,5,4,0
263,1,0,0.52436664425532,2,4,8,33,1,0
264,1,0,0.554300017801921,1,3,3,43,3,0
265,1,0,0.584099987602234,1,2,2,19,3,0
266,0,0,0.533566686375936,1,4,4,26,2,0
267,0,0,0.554300017801921,3,2,10,43,3,1
268,1,0,0.584099987602234,2,3,7,19,3,0
269,0,0,0.564166665871938,1,3,3,31,1,1
270,0,1,0.611633290735881,4,2,14,10,3,0
271,0,0,0.526566670163472,3,4,12,39,1,1
272,0,1,0.554300017801921,2,4,8,43,3,0
273,0,1,0.489766651884715,1,2,2,22,1,1
274,0,1,0.548066697978973,2,4,8,23,2,0
275,0,1,0.523033343982697,3,2,10,11,3,1
276,0,1,0.537000003655752,3,1,9,14,2,0
277,1,0,0.572766618665059,1,2,2,41,3,1
278,0,1,0.571833309491475,3,3,11,34,3,1
279,0,0,0.537000003655752,1,2,2,14,2,0
280,0,0,0.493566658401489,2,3,7,49,1,0
281,0,0,0.611633290735881,1,1,1,10,3,0
282,0,0,0.548066697978973,3,4,12,23,2,0
283,0,1,0.489766651884715,2,2,6,22,1,0
284,0,0,0.527833360989889,1,4,4,50,2,0
285,0,0,0.52436664425532,2,2,6,33,1,0
286,0,1,0.554300017801921,3,2,10,43,3,0
287,0,0,0.539733344459534,4,2,14,4,3,0
288,0,1,0.552200000635783,2,2,6,36,2,1
289,1,1,0.523033343982697,3,1,9,11,3,0
290,0,1,0.548066697978973,2,2,6,23,2,0
291,0,1,0.611633290735881,3,3,11,10,3,1
292,0,1,0.489766651884715,1,3,3,22,1,0
293,0,1,0.526566670163472,4,4,16,39,1,0
294,0,0,0.489766651884715,4,3,15,22,1,1
295,0,0,0.603233325068156,1,3,3,37,3,1
296,0,1,0.537000003655752,2,3,7,14,2,1
297,0,0,0.537000003655752,4,2,14,14,2,0
298,0,1,0.505500021378199,1,3,3,24,2,0
299,0,0,0.526566670163472,2,2,6,39,1,0
300,0,0,0.548066697978973,3,3,11,23,2,1
301,0,0,0.611633290735881,3,3,11,10,3,0
302,0,1,0.523033343982697,2,4,8,11,3,1
303,0,0,0.548066697978973,2,3,7,23,2,0
304,0,1,0.526566670163472,1,2,2,39,1,0
305,0,1,0.523033343982697,2,2,6,11,3,0
306,0,0,0.489766651884715,2,4,8,22,1,0
307,0,0,0.608066638533274,1,2,2,47,3,0
308,0,0,0.489766651884715,1,2,2,22,1,0
309,0,1,0.52436664425532,1,2,2,33,1,0
310,0,0,0.537000003655752,1,1,1,14,2,0
311,0,1,0.533566686375936,3,2,10,26,2,0
312,0,1,0.665466688283284,3,3,11,28,2,1
313,0,0,0.548066697978973,1,2,2,23,2,1
314,0,0,0.564166665871938,2,4,8,31,1,1
315,0,1,0.599733334604899,2,3,7,42,2,1
316,0,0,0.564166665871938,4,2,14,31,1,0
317,0,1,0.594033358287811,4,1,13,44,3,1
318,1,0,0.571833309491475,2,3,7,34,3,1
319,0,0,0.523033343982697,1,3,3,11,3,1
320,0,0,0.537000003655752,2,2,6,14,2,0
321,1,0,0.52436664425532,1,2,2,33,1,0
322,0,1,0.554300017801921,4,4,16,43,3,1
323,0,1,0.581833334445953,4,1,13,15,2,1
324,0,1,0.581833334445953,2,3,7,15,2,0
325,0,0,0.564166665871938,4,2,14,31,1,0
326,0,1,0.489766651884715,2,4,8,22,1,0
327,0,1,0.533566686375936,3,2,10,26,2,1
328,1,1,0.565133328723908,2,1,5,1,3,1
329,0,0,0.493566658401489,2,2,6,49,1,1
330,0,1,0.537000003655752,3,2,10,14,2,0
331,0,1,0.52436664425532,1,2,2,33,1,1
332,0,0,0.52436664425532,4,2,14,33,1,0
333,0,0,0.564166665871938,2,4,8,31,1,1
334,0,0,0.608066638533274,2,4,8,47,3,0
335,0,0,0.552200000635783,3,3,11,36,2,1
336,0,0,0.52436664425532,3,1,9,33,1,1
337,0,1,0.52436664425532,2,3,7,33,1,0
338,0,0,0.632033331902822,2,2,6,30,1,0
339,0,1,0.489766651884715,1,2,2,22,1,0
340,0,1,0.594033358287811,3,4,12,44,3,1
341,0,0,0.582999997297923,2,3,7,25,3,1
342,0,1,0.52436664425532,2,4,8,33,1,1
343,0,1,0.548066697978973,3,2,10,23,2,1
344,0,1,0.548066697978973,3,2,10,23,2,0
345,0,0,0.572766618665059,3,4,12,41,3,1
346,0,1,0.505500021378199,3,3,11,24,2,1
347,0,0,0.478700007629395,2,2,6,40,1,1
348,0,1,0.594033358287811,3,2,10,44,3,0
349,0,0,0.489766651884715,2,2,6,22,1,0
350,0,1,0.505500021378199,4,1,13,24,2,0
351,0,0,0.559299989509582,2,2,6,46,1,1
352,0,1,0.564166665871938,2,3,7,31,1,0
353,0,1,0.52436664425532,2,3,7,33,1,0
354,0,0,0.594033358287811,1,2,2,44,3,1
355,0,0,0.552200000635783,2,3,7,36,2,1
356,0,1,0.571833309491475,3,2,10,34,3,0
357,0,1,0.572766618665059,2,4,8,41,3,1
358,0,1,0.584099987602234,2,2,6,19,3,0
359,0,0,0.564166665871938,1,4,4,31,1,1
360,0,1,0.584099987602234,1,2,2,19,3,1
361,1,1,0.608066638533274,1,2,2,47,3,1
362,0,1,0.564166665871938,2,2,6,31,1,1
363,0,1,0.478700007629395,2,4,8,40,1,0
364,0,0,0.572766618665059,3,2,10,41,3,1
365,0,0,0.611633290735881,1,4,4,10,3,1
366,1,1,0.537000003655752,1,4,4,14,2,0
367,0,1,0.489766651884715,3,2,10,22,1,0
368,0,0,0.564166665871938,3,4,12,31,1,0
369,0,0,0.611633290735881,3,2,10,10,3,0
370,0,1,0.594033358287811,3,3,11,44,3,1
371,0,1,0.526566670163472,1,2,2,39,1,1
372,0,1,0.493566658401489,1,1,1,49,1,1
373,0,1,0.523033343982697,2,2,6,11,3,1
374,0,0,0.52436664425532,3,4,12,33,1,0
375,0,0,0.611633290735881,1,3,3,10,3,0
376,0,1,0.523033343982697,2,3,7,11,3,1
377,0,0,0.571833309491475,2,2,6,34,3,1
378,0,0,0.571833309491475,4,1,13,34,3,1
379,0,0,0.533566686375936,2,3,7,26,2,1
380,0,1,0.548066697978973,3,2,10,23,2,1
381,0,0,0.52436664425532,2,4,8,33,1,1
382,0,1,0.501166654507319,1,3,3,21,1,1
383,0,0,0.608066638533274,1,4,4,47,3,1
384,0,1,0.523033343982697,3,4,12,11,3,1
385,0,1,0.608066638533274,2,2,6,47,3,1
386,0,1,0.602099974091848,2,3,7,17,2,1
387,0,0,0.489766651884715,2,4,8,22,1,1
388,0,0,0.52436664425532,2,4,8,33,1,1
389,1,0,0.611633290735881,2,1,5,10,3,1
390,0,0,0.594033358287811,4,2,14,44,3,1
391,1,1,0.52436664425532,1,4,4,33,1,1
392,0,1,0.582999997297923,3,2,10,25,3,1
393,0,0,0.548066697978973,2,2,6,23,2,1
394,0,0,0.584099987602234,1,2,2,19,3,1
395,1,0,0.501166654507319,1,2,2,21,1,0
396,0,0,0.493566658401489,3,2,10,49,1,0
397,0,1,0.572766618665059,4,2,14,41,3,0
398,0,1,0.493566658401489,2,2,6,49,1,1
399,0,1,0.52436664425532,2,4,8,33,1,0
400,0,0,0.526566670163472,4,4,16,39,1,0
401,1,1,0.523033343982697,3,2,10,11,3,0
402,0,1,0.526566670163472,4,2,14,39,1,1
403,0,0,0.611633290735881,1,2,2,10,3,1
404,0,1,0.611633290735881,2,2,6,10,3,1
405,0,1,0.501166654507319,3,2,10,21,1,0
406,0,1,0.594033358287811,3,4,12,44,3,1
407,0,1,0.594033358287811,2,4,8,44,3,1
408,0,1,0.52436664425532,3,2,10,33,1,1
